,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,Covid,City_Tier,Discount%,Delivery Fee%,Sale,Brand,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,"In most ways, my life is close to my ideal",The Conditions in my life are excellent.,"So far, I have got the important things I want in my life","If I could live my life over, I would change almost nothing",Many people have directly or indirectly contributed to my progress in life,I feel good when I co-operate with others,"When making a decision, I take other people's needs and feelings into account.","It is my duty to take care of my family, even when I have to sacrifice what I want.",Honesty is important to achieve success,Social inequalities bother me,What I am today is solely because of my hard work and talent,People should keep their troubles to themselves,It is important that I do my job better than others,Winning is everything,I don’t worry about others as long as I am happy,It upsets me when my work is not recognized by others,Traditional values are important for me,I plan for the long-term,I am willing to give up today’s fun for future success,I believe persistence is key to success,Saving money is important to me,It is okay to use shortcuts to get what you want,I like to get quick results,I would rather spend money today than save for future,"When my routine is disturbed, it upsets me","I admire people who own expensive homes, cars, and clothes",The things I own say a lot about how well I’m doing in life,I aspire a luxurious and comfortable lifestyle,My life would be better if I owned certain things I don’t have,I’d be happier if I could afford to buy more things,I don’t pay much attention to the material objects other people own,I usually buy only the things I need,I have all the things I really need to enjoy life,My happiness does not depend on things I own,There is a higher purpose to life than comfort and luxury,I believe success in life does not mean becoming rich,I segregate waste before its disposal,I try to conserve water,I try to educate people I know about climate change,I sign petitions related to environmental issues,I try to conserve electricity,I walk/cycle/use public transport to save fuel,Age,has_child,Lives_in_city_tier
388,FAA5M32100000088,G3M4R1,2020-04-20,Andhra Pradesh,Nellore,Beauty and Grooming,Hair Care and Accessory,3.4,1,349.0,349.0,18%,1st Wave,Tier_2,0,0,Yes,VLCC,4,2020,Weekday,5.855071922202427,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
389,FAB0PH2100575241,G3M4R1,2020-08-06,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.2,1,229.0,177.0,12%,1st Wave,Tier_2,23,0,No,Flipkart,8,2020,Weekday,5.176149732573829,Beginning,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
390,EAAAAB-04373465,G3M4R1,2020-08-06,Andhra Pradesh,Nellore,Clothing and Accessories,Automotive Accessories,4.0,1,99.0,99.0,18%,1st Wave,Tier_2,0,0,No,Flipkart,8,2020,Weekday,4.59511985013459,Beginning,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
391,FAB0DX2100074911,G3M4R1,2020-08-06,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.4,1,9999.0,9221.0,18%,1st Wave,Tier_2,8,0,No,Redmi,8,2020,Weekday,9.129238770539141,Beginning,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
392,FADZ1C2100035084,G3M4R1,2020-08-05,Andhra Pradesh,Nellore,Audio & Video,Headphones,4.3,1,449.0,405.0,18%,1st Wave,Tier_2,10,0,No,boAt,8,2020,Weekday,6.003887067106539,Beginning,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
393,FADZ1C2100035083,G3M4R1,2020-08-07,Andhra Pradesh,Nellore,Audio & Video,Headphones,4.2,1,999.0,867.0,18%,1st Wave,Tier_2,14,0,Yes,boAt,8,2020,Weekday,6.7650389767805414,Beginning,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
394,FADKGL2100001587,G3M4R1,2020-08-08,Andhra Pradesh,Nellore,Home & Kitchen,Home Appliances,4.3,1,5652.0,5221.0,18%,1st Wave,Tier_2,11,3,Yes,Crompton,8,2020,Weekend,8.560444233410552,Beginning,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
395,FABY3D2100048182,G3M4R1,2020-07-16,Andhra Pradesh,Nellore,Beauty and Grooming,Body & Face Skin Care,4.3,1,225.0,225.0,18%,1st Wave,Tier_2,18,18,Yes,Lifebuoy,7,2020,Weekday,5.41610040220442,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
396,FAAVUF2100668216,G3M4R1,2020-07-17,Andhra Pradesh,Nellore,Home & Kitchen,Kitchen Appliances,4.3,1,699.0,664.0,18%,1st Wave,Tier_2,6,0,Yes,Butterfly,7,2020,Weekday,6.498282149476434,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
397,FAAVUF2100659154,G3M4R1,2020-07-15,Andhra Pradesh,Nellore,Home & Kitchen,Kitchen Appliances,4.3,1,699.0,664.0,18%,1st Wave,Tier_2,6,0,Yes,Butterfly,7,2020,Weekday,6.498282149476434,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
398,FAEII42100139464,G3M4R1,2020-10-15,Andhra Pradesh,Nellore,Footwear,Men's Footwear,4.4,1,979.0,979.0,5%,1st Wave,Tier_2,0,0,Yes,REEBOK,10,2020,Weekday,6.88653164253051,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
399,FAEXTG2100057253,G3M4R1,2020-10-12,Andhra Pradesh,Nellore,Health & Personal Care Appliances,Personal Care Appliances,4.3,1,899.0,899.0,12%,1st Wave,Tier_2,0,0,No,Mi,10,2020,Weekday,6.80128303447162,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
400,FAEII42100184455,G3M4R1,2020-10-12,Andhra Pradesh,Nellore,Footwear,Men's Footwear,4.0,1,987.0,987.0,5%,1st Wave,Tier_2,0,0,No,Puma,10,2020,Weekday,6.894670039433482,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
401,FAEXTG2100031345,G3M4R1,2020-10-12,Andhra Pradesh,Nellore,Clothing and Accessories,Topwear,4.1,1,209.0,209.0,5%,1st Wave,Tier_2,0,0,No,WROGN,10,2020,Weekday,5.342334251964811,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
402,FAEWJW2100113801,G3M4R1,2020-10-12,Andhra Pradesh,Nellore,Clothing and Accessories,Topwear,4.2,1,299.0,299.0,5%,1st Wave,Tier_2,0,0,No,Metronaut,10,2020,Weekday,5.700443573390687,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
403,FAE02N2100006486,G3M4R1,2020-10-12,Andhra Pradesh,Nellore,Clothing and Accessories,Topwear,3.9,1,239.0,239.0,5%,1st Wave,Tier_2,0,0,No,Metronaut,10,2020,Weekday,5.476463551931511,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
404,FAD53J2100007861,G3M4R1,2020-10-11,Andhra Pradesh,Nellore,Clothing and Accessories,Topwear,4.2,1,200.0,200.0,5%,1st Wave,Tier_2,20,20,Yes,Duke,10,2020,Weekend,5.298317366548036,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
405,FABY3F2100094937,G3M4R1,2020-09-29,Andhra Pradesh,Nellore,Home & Kitchen,Kitchen Appliances,4.3,1,899.0,854.0,18%,1st Wave,Tier_2,6,0,Yes,Butterfly,9,2020,Weekday,6.74993119378857,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
406,FADO3P2100003479,G3M4R1,2020-09-20,Andhra Pradesh,Nellore,Automotive Accessories,Vehicle Utility Accessories,3.2,1,220.0,220.0,28%,1st Wave,Tier_2,0,0,Yes,Books,9,2020,Weekend,5.393627546352362,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
407,FAC3R92100169182,G3M4R1,2020-08-28,Andhra Pradesh,Nellore,Home & Kitchen,Home Appliances,4.4,1,19570.0,17531.0,18%,1st Wave,Tier_2,11,0,Yes,LG,8,2020,Weekday,9.771726021353874,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
408,FADTY82100002628,G3M4R1,2020-08-13,Andhra Pradesh,Nellore,Beauty and Grooming,Hair Care and Accessory,4.3,2,295.0,295.0,18%,1st Wave,Tier_2,14,14,Yes,VLCC,8,2020,Weekday,5.68697535633982,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
409,FAEWJX2100930420,G3M4R1,2020-12-18,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.1,1,169.0,116.0,12%,No,Tier_2,32,24,No,Flipkart,12,2020,Weekday,4.7535901911063645,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
410,FAD0O02100001785,G3M4R1,2020-12-01,Andhra Pradesh,Nellore,Home Lighting,Utility Lighting,3.7,1,1299.0,1299.0,18%,No,Tier_2,0,0,No,Pigeon,12,2020,Weekday,7.1693500166706,Beginning,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
411,FAE96G2100004876,G3M4R1,2020-11-23,Andhra Pradesh,Nellore,Beauty and Grooming,Hair Care and Accessory,4.1,2,295.0,295.0,18%,1st Wave,Tier_2,0,0,Yes,VLCC,11,2020,Weekday,5.68697535633982,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
412,SAABDH2100012973,G3M4R1,2020-11-21,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.1,1,100.0,100.0,18%,1st Wave,Tier_2,0,0,Yes,Freight,11,2020,Weekend,4.605170185988092,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
413,FAEQJ72100176881,G3M4R1,2020-11-21,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.4,1,9499.0,9259.0,18%,1st Wave,Tier_2,3,0,Yes,Realme,11,2020,Weekend,9.133351330448047,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
414,FAEWPD2100179270,G3M4R1,2020-11-19,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.4,1,9499.0,9004.0,18%,1st Wave,Tier_2,6,0,Yes,Realme,11,2020,Weekday,9.105424202026622,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
415,FAD6AA2100063143,G3M4R1,2020-10-21,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.2,1,13999.0,11666.0,18%,1st Wave,Tier_2,17,0,Yes,Realme,10,2020,Weekday,9.364433907313582,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
416,FAD30X2100074406,G3M4R1,2020-10-19,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.3,1,14999.0,12096.0,12%,1st Wave,Tier_2,20,0,Yes,Realme,10,2020,Weekday,9.400630098419315,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
417,FAD6AA2100061710,G3M4R1,2020-10-16,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,3.7,1,10499.0,9963.0,18%,1st Wave,Tier_2,6,0,Yes,Realme,10,2020,Weekday,9.206633510044856,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
418,FAE68K2100000600,G3M4R1,2020-10-15,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.3,1,14999.0,14389.0,5%,1st Wave,Tier_2,5,0,Yes,Realme,10,2020,Weekday,9.574219304763417,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
419,FAE01L2100003372,G3M4R1,2020-10-15,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.3,1,10499.0,9772.0,5%,1st Wave,Tier_2,7,0,Yes,POCO,10,2020,Weekday,9.187276432377631,Mid,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
420,FADY822100214370,G3M4R1,2021-03-25,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobiles,4.3,1,9999.0,9499.0,18%,2nd Wave,Tier_2,6,0,Yes,Realme,3,2021,Weekday,9.158941808890182,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
421,FAAAV92102773404,G3M4R1,2021-03-06,Andhra Pradesh,Nellore,Audio & Video,Headphones,4.0,1,299.0,284.0,18%,No,Tier_2,19,14,Yes,Boult,3,2021,Weekend,5.648974238161206,Beginning,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
422,FADAUP2111038204,G3M4R1,2021-02-27,Andhra Pradesh,Nellore,Mobiles & Accessories,Mobile Accessories,4.1,1,399.0,399.0,18%,No,Tier_2,11,11,Yes,boAt,2,2021,Weekend,5.988961416889864,End,Male,Automobile Engineer,Married,No,"Rs. 50,000 – 75,000",Credit Card,Yes,everyday,Yes,everyday,Sometimes,1.0,very often,4.0,4.0,5.0,3.0,5.0,6.0,6.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,1.0,2.0,1.0,1.0,3.0,4.0,48.0,Yes,Tier 3
