,index,Invoice ID,Name,Order Date,State,City,Categories,Subcategories,Ratings,Quantity,MRP,Final Price,GST%%,City_Tier,Discount%,Delivery Fee%,Brand,Sale,Covid,Month,Year,WEEKDAY,Log_Final Price,Time_Month,Gender,Current Job Title,Marital Status,Do you have to care for anyone with chronic illness?,Income (per month),Preferred Mode of Payment,Do you practise meditation? Yes/No,If yes,Do you do any form of exercise?,If yes.1, How often do you volunteer for social-service activities?,Hobbies_Count,How often do you pursue your hobbies?,Collectiv,Life_Satsif,Indiv,LongTermOri,ShortTermOri,Materialism,Spiritualism,EnvBehav,Age,has_child,Lives_in_city_tier,Clusters,More_than_average
953,990,OD120287821114185000,G5M3R1,2020-11-22,West Bengal,Howrah,Clothing and Accessories,Bottomwear,4.3,1,378.0,438.0,5%,Tier 3,0,16,HVBK,No,No,11,2020,Weekend,6.082218910376446,End,Male,Unemployed,Not Married,No,Prefer Not to Say,Any Other,No,No,No,No,Rarely,3,very often,High,Low,Low,High,Low,Low,High,High,26,No,Tier 3,2,Yes
954,991,OD121726390356919000,G5M3R1,2021-07-05,West Bengal,Aurangabad,Mobiles & Accessories,Mobiles,3.5,1,11499.0,10499.0,18%,Tier_2,9,0,POCO,Yes,2nd Wave,7,2021,Weekday,9.259035293514941,Beginning,Male,Unemployed,Not Married,No,Prefer Not to Say,Any Other,No,No,No,No,Rarely,3,very often,High,Low,Low,High,Low,Low,High,High,26,No,Tier 3,2,Yes
955,3003,OD117371774450258000,G5M3R1,2019-12-20,Chhattisgarh,Raipur,Mobiles & Accessories,Mobiles,4.5,1,9999.0,9999.0,12%,Tier_2,0,0,Redmi,No,No,12,2019,Weekday,9.21024036697585,End,Male,Unemployed,Not Married,No,Prefer Not to Say,Any Other,No,No,No,No,Rarely,3,very often,High,Low,Low,High,Low,Low,High,High,26,No,Tier 3,2,Yes
956,992,OD116704557903067000,G5M3R2,2019-04-10,Rajasthan,Jaipur,Mobiles & Accessories,Mobiles,4.4,1,5999.0,5499.0,12%,Tier_2,9,0,Realme,Yes,No,4,2019,Weekday,8.612321536507814,Mid,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,Low,Low,Low,Low,High,33,No,Tier 3,2,No
957,993,OD119971020074073000,G5M3R2,2020-10-16,Jharkhand,Hazaribagh,Home Lighting,Utility Lighting,4.4,1,1039.0,1039.0,12%,Tier 3,0,0,Philips,No,1st Wave,10,2020,Weekday,6.946013991099227,Mid,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,Low,Low,Low,Low,High,33,No,Tier 3,2,No
958,994,OD119971020074073000,G5M3R2,2020-10-16,Jharkhand,Hazaribagh,Food Products,"Biscuit, Cookie and Rusk",4.2,2,286.0,262.0,18%,Tier 3,9,0,KARACHI,No,1st Wave,10,2020,Weekday,5.568344503761097,Mid,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,Low,Low,Low,Low,High,33,No,Tier 3,2,No
959,995,OD122408863441145000,G5M3R2,2021-07-25,Jharkhand,Ranchi,Clothing and Accessories,"Bags, Wallets & Belts",3.8,1,719.0,683.0,5%,Tier_2,6,0,FLYING,No,No,7,2021,Weekend,6.52649485957079,End,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,Low,Low,Low,Low,High,33,No,Tier 3,2,No
960,3004,OD119320917736246000,G5M3R2,2020-08-02,Karnataka,Bengaluru,Food Products,Food Products,4.0,20,2940.0,1729.0,5%,Tier_1,42,0,Unibic,No,No,8,2020,Weekend,7.455298485683291,Beginning,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,Low,Low,Low,Low,High,33,No,Tier 3,2,No
961,3005,OD119591661615644000,G5M3R2,2020-09-02,Karnataka,Bengaluru,Food Products,Food Products,4.0,11,3550.0,1224.0,5%,Tier_1,66,0,Madhur,No,No,9,2020,Weekday,7.1098794630722715,Beginning,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,Low,Low,Low,Low,High,33,No,Tier 3,2,No
962,3006,OD120348722384127000,G5M3R2,2020-11-29,Jharkhand,Hazaribagh,"Bags, Wallets & Belts",Luggage & Travel,4.4,1,859.0,859.0,18%,Tier 3,0,0,Wildcraft,No,No,11,2020,Weekend,6.755768921984255,End,Female,Housewife,Married,No,Prefer Not to Say,Debit Card,Yes,sometimes but not consistent,Yes,sometimes but not consistent,Sometimes,2,sometimes,High,High,Low,Low,Low,Low,Low,High,33,No,Tier 3,2,No
963,996,OD116488500402735000,G5M3R3,2019-01-10,Chhattisgarh,Raipur,Home Improvement,Home Utilities and Organizers,4.1,1,1490.0,1490.0,12%,Tier_2,0,0,SAIGAN,Yes,No,1,2019,Weekday,7.306531398939505,Mid,Female,Unemployed,Not Married,No,Prefer Not to Say,UPI,No,No,Yes,sometimes but not consistent,Rarely,1,sometimes,High,Low,High,High,Low,Low,Low,Low,25,No,Tier_2,2,No
964,997,OD116693796091331000,G5M3R3,2019-03-10,Chhattisgarh,Raipur,Home Improvement,Home Utilities and Organizers,4.1,1,1490.0,1490.0,12%,Tier_2,0,0,SAIGAN,Yes,No,3,2019,Weekend,7.306531398939505,Mid,Female,Unemployed,Not Married,No,Prefer Not to Say,UPI,No,No,Yes,sometimes but not consistent,Rarely,1,sometimes,High,Low,High,High,Low,Low,Low,Low,25,No,Tier_2,2,No
965,998,OD116746137994606000,G5M3R3,2019-09-10,Chhattisgarh,Raipur,Books,Books,4.8,1,139.0,169.0,0%,Tier_2,0,22,IGNOU,No,No,9,2019,Weekday,5.1298987149230735,Mid,Female,Unemployed,Not Married,No,Prefer Not to Say,UPI,No,No,Yes,sometimes but not consistent,Rarely,1,sometimes,High,Low,High,High,Low,Low,Low,Low,25,No,Tier_2,2,No
966,999,OD121957697256669000,G5M3R3,2021-03-06,Chhattisgarh,Raipur,"Kitchen, Cookware & Serveware",Kitchen Storage & Containers,4.6,1,653.0,701.0,18%,Tier_2,0,8,TUPPERWARE,No,2nd Wave,3,2021,Weekend,6.55250788703459,Beginning,Female,Unemployed,Not Married,No,Prefer Not to Say,UPI,No,No,Yes,sometimes but not consistent,Rarely,1,sometimes,High,Low,High,High,Low,Low,Low,Low,25,No,Tier_2,2,No
967,3007,OD120427255001352000,G5M3R3,2020-12-08,Chhattisgarh,Raipur,Jewellery,Artificial Jewellery,4.118336545,1,159.0,195.0,0%,Tier_2,0,23,ultimatefashionista,No,1st Wave,12,2020,Weekday,5.272999558563747,Beginning,Female,Unemployed,Not Married,No,Prefer Not to Say,UPI,No,No,Yes,sometimes but not consistent,Rarely,1,sometimes,High,Low,High,High,Low,Low,Low,Low,25,No,Tier_2,2,No
968,3008,OD120871625367848000,G5M3R3,2021-01-29,Chhattisgarh,Raipur,Jewellery,Artificial Jewellery,4.118336545,1,378.0,423.0,5%,Tier_2,0,12,Adc,Yes,No,1,2021,Weekday,6.0473721790462776,End,Female,Unemployed,Not Married,No,Prefer Not to Say,UPI,No,No,Yes,sometimes but not consistent,Rarely,1,sometimes,High,Low,High,High,Low,Low,Low,Low,25,No,Tier_2,2,No
969,1000,OD118889686735582000,G5M3R4,2020-06-13,West Bengal,Howrah,Health & Personal Care Appliances,Personal Care Appliances,4.1,1,1499.0,1499.0,18%,Tier 3,0,0,Nova,No,1st Wave,6,2020,Weekend,7.312553498102598,Mid,Male,Team Lead,Not Married,Yes,"Rs. 25,000 – 50,000",Any Other,No,I have never tried.,No,sometimes but not consistent,Sometimes,1,sometimes,Low,Low,Low,Low,Low,Low,Low,Low,26,No,Tier 3,2,No
970,3009,OD122854374692987000,G5M3R4,2021-09-15,West Bengal,Howrah,Food Products,Food Products,4.118336545,20,1348.0,668.0,5%,Tier 3,55,4,Agro,No,No,9,2021,Weekday,6.504288173536645,Mid,Male,Team Lead,Not Married,Yes,"Rs. 25,000 – 50,000",Any Other,No,I have never tried.,No,sometimes but not consistent,Sometimes,1,sometimes,Low,Low,Low,Low,Low,Low,Low,Low,26,No,Tier 3,2,No
971,1001,OD114694022140757000,G5M3R5,2019-10-14,Jharkhand,Ranchi,Books,Books,4.3,1,249.0,249.0,0%,Tier_2,0,0,Wiley's,Yes,No,10,2019,Weekday,5.517452896464707,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
972,1002,OD117359078923169000,G5M3R5,2019-12-19,Odisha,Paradip,Home Furnishing,Bed Linen & Blankets,4.0,1,799.0,799.0,5%,Tier 3,0,0,Signature,No,No,12,2019,Weekday,6.683360945766275,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
973,1003,OD117362424777358000,G5M3R5,2019-12-19,Odisha,Paradip,Clothing and Accessories,Clothing Accessories,4.1,1,454.0,454.0,5%,Tier 3,0,0,Spykar,No,No,12,2019,Weekday,6.118097198041348,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
974,1004,OD117362424777358000,G5M3R5,2020-12-19,Odisha,Paradip,Health Care,Home Medical Supplies,4.1,1,246.0,246.0,5%,Tier 3,0,0,Dettol,No,No,12,2020,Weekend,5.5053315359323625,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
975,1005,OD117380175269210000,G5M3R5,2019-12-21,Odisha,Paradip,Food Products,"Dry Fruit, Nut & Seed",4.1,2,442.0,442.0,5%,Tier 3,0,0,Happilo,No,No,12,2019,Weekend,6.091309882077698,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
976,1006,OD117380175269210000,G5M3R5,2019-12-21,Odisha,Paradip,Food Products,"Dry Fruit, Nut & Seed",4.4,1,116.0,116.0,5%,Tier 3,0,0,Happilo,No,No,12,2019,Weekend,4.7535901911063645,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
977,1007,OD117502502911641000,G5M3R5,2020-05-01,Odisha,Paradip,Beauty and Grooming,Shaving & Beard Care,4.0,1,562.0,562.0,18%,Tier 3,0,0,Beardo,No,No,5,2020,Weekday,6.331501849893691,Beginning,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
978,1008,OD117896767951256000,G5M3R5,2020-02-19,Jharkhand,Daltonganj,Food Products,"Dry Fruit, Nut & Seed",4.4,1,211.0,211.0,12%,Tier 3,0,0,Happilo,No,No,2,2020,Weekday,5.351858133476067,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
979,1009,OD117896767951256000,G5M3R5,2020-02-19,Jharkhand,Daltonganj,Food Products,"Dry Fruit, Nut & Seed",4.1,1,236.0,236.0,5%,Tier 3,0,0,Happilo,No,No,2,2020,Weekday,5.4638318050256105,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
980,1010,OD117896767951256000,G5M3R5,2020-02-19,Jharkhand,Daltonganj,Food Products,"Dry Fruit, Nut & Seed",4.4,1,124.0,124.0,5%,Tier 3,0,0,Happilo,No,No,2,2020,Weekday,4.820281565605037,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
981,1011,OD117948297213361000,G5M3R5,2020-02-25,Jharkhand,Daltonganj,Sports,Badminton,4.0,1,126.0,120.0,12%,Tier 3,5,0,Doraemon,No,No,2,2020,Weekday,4.787491742782046,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
982,1012,OD117948297213361000,G5M3R5,2020-02-25,Jharkhand,Daltonganj,Clothing and Accessories,Automotive Accessories,4.0,1,675.0,640.0,18%,Tier 3,6,0,Miss,No,No,2,2020,Weekday,6.461468176353717,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
983,1013,OD117948297213361000,G5M3R5,2020-02-25,Jharkhand,Daltonganj,Pens & Stationery,Art Supplies,4.1,1,539.0,591.0,12%,Tier 3,0,10,DOMS,No,No,2,2020,Weekday,6.3818160174060985,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
984,1014,OD117964773705640000,G5M3R5,2020-02-27,Odisha,Paradip,Food Products,"Dry Fruit, Nut & Seed",4.4,1,206.0,206.0,12%,Tier 3,0,0,Happilo,No,No,2,2020,Weekday,5.327876168789581,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
985,1015,OD117964773705640000,G5M3R5,2020-02-27,Odisha,Paradip,Food Products,"Dry Fruit, Nut & Seed",4.1,2,472.0,472.0,5%,Tier 3,0,0,Happilo,No,No,2,2020,Weekday,6.156978985585555,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
986,1016,OD118654697774206000,G5M3R5,2020-05-17,Odisha,Paradip,Clothing and Accessories,Raincoats,4.0,1,1379.0,1379.0,12%,Tier 3,0,0,Wildcraft,No,1st Wave,5,2020,Weekend,7.229113877793302,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
987,1017,OD118932806332511000,G5M3R5,2020-06-18,Odisha,Paradip,Computers,Laptops,4.4,1,62990.0,62990.0,18%,Tier 3,0,0,Asus,No,1st Wave,6,2020,Weekday,11.050731262615974,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
988,1018,OD119103043893825000,G5M3R5,2020-08-07,Odisha,Paradip,Food Products,"Dry Fruit, Nut & Seed",4.1,2,502.0,502.0,5%,Tier 3,0,0,Happilo,No,1st Wave,8,2020,Weekday,6.218600119691729,Beginning,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
989,1019,OD119294411618001000,G5M3R5,2020-07-30,Odisha,Paradip,Festive Decor & Gifting,Festive Gifts,4.3,1,99.0,99.0,0%,Tier 3,41,41,Tied,No,1st Wave,7,2020,Weekday,4.59511985013459,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
990,1020,OD119294411618001000,G5M3R5,2020-07-30,Odisha,Paradip,Festive Decor & Gifting,Festive Gifts,4.2,1,49.0,49.0,0%,Tier 3,82,82,Tied,No,1st Wave,7,2020,Weekday,3.8918202981106265,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
991,1021,OD119294411618001000,G5M3R5,2020-07-30,Odisha,Paradip,Festive Decor & Gifting,Festive Gifts,4.3,1,79.0,79.0,0%,Tier 3,51,51,Tied,No,1st Wave,7,2020,Weekday,4.3694478524670215,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
992,1022,OD119983455234241000,G5M3R5,2020-10-18,Odisha,Paradip,Footwear,Men's Footwear,4.3,1,1990.0,1790.0,18%,Tier 3,11,0,Crocs,Yes,1st Wave,10,2020,Weekend,7.489970898834801,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
993,1023,OD119983455234241000,G5M3R5,2020-10-18,Odisha,Paradip,Computers,Storage,4.2,1,1399.0,1259.0,18%,Tier 3,11,0,SanDisk,Yes,1st Wave,10,2020,Weekend,7.138073034044347,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
994,1024,OD119983455234241000,G5M3R5,2020-10-18,Odisha,Paradip,Audio & Video,Speakers,4.0,1,999.0,900.0,18%,Tier 3,10,0,Infinity,Yes,1st Wave,10,2020,Weekend,6.802394763324311,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
995,1025,OD119983455234241000,G5M3R5,2020-10-18,Odisha,Paradip,Audio & Video,Headphones,4.6,1,3499.0,3148.0,18%,Tier 3,11,0,Noise,Yes,1st Wave,10,2020,Weekend,8.054522609537294,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
996,1026,OD119983455234241000,G5M3R5,2020-10-18,Odisha,Paradip,Gaming,Gaming Accessories,3.7,1,259.0,234.0,18%,Tier 3,10,0,RPM,Yes,1st Wave,10,2020,Weekend,5.455321115357702,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
997,1027,OD119983455234241000,G5M3R5,2020-10-18,Odisha,Paradip,Mobiles & Accessories,Mobile Accessories,3.5,1,1399.0,1259.0,18%,Tier 3,11,0,Mi,Yes,1st Wave,10,2020,Weekend,7.138073034044347,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
998,1028,OD119983555701603000,G5M3R5,2020-10-18,Jharkhand,Ranchi,Health & Personal Care Appliances,Personal Care Appliances,4.2,1,699.0,699.0,18%,Tier_2,0,0,Syska,Yes,1st Wave,10,2020,Weekend,6.54965074223381,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
999,1029,OD120015993263211000,G5M3R5,2020-10-21,Jharkhand,Daltonganj,Mobiles & Accessories,Mobiles,4.3,1,10499.0,8999.0,18%,Tier 3,15,0,POCO,Yes,1st Wave,10,2020,Weekday,9.104868739033948,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1000,1030,OD120466659374264000,G5M3R5,2020-12-13,Jharkhand,Daltonganj,Food Products,"Dry Fruit, Nut & Seed",4.3,1,311.0,295.0,0%,Tier 3,6,0,Happilo,No,No,12,2020,Weekend,5.68697535633982,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1001,1031,OD120466659374264000,G5M3R5,2020-12-13,Jharkhand,Daltonganj,Food Products,"Dry Fruit, Nut & Seed",4.1,3,804.0,762.0,5%,Tier 3,6,0,Happilo,No,No,12,2020,Weekend,6.635946555686647,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1002,1032,OD120466659374264000,G5M3R5,2020-12-13,Jharkhand,Daltonganj,Food Products,Vinegar,4.3,1,410.0,410.0,18%,Tier 3,0,0,WOW,No,No,12,2020,Weekend,6.016157159698354,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1003,1033,OD120466681965334000,G5M3R5,2020-12-13,Jharkhand,Dhanbad,Food Products,"Dry Fruit, Nut & Seed",4.3,1,311.0,295.0,0%,Tier_2,6,0,Happilo,No,No,12,2020,Weekend,5.68697535633982,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1004,1034,OD120466681965334000,G5M3R5,2020-12-13,Jharkhand,Dhanbad,Food Products,"Dry Fruit, Nut & Seed",4.1,3,804.0,765.0,5%,Tier_2,5,0,Happilo,No,No,12,2020,Weekend,6.639875833826536,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1005,1035,OD120466681965334000,G5M3R5,2020-12-13,Jharkhand,Dhanbad,Food Products,Vinegar,3.9,1,410.0,410.0,18%,Tier_2,0,0,WOW,No,No,12,2020,Weekend,6.016157159698354,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1006,1036,OD120466796601713000,G5M3R5,2020-12-13,Odisha,Paradip,Beauty and Grooming,Body & Face Skin Care,4.2,1,346.0,346.0,18%,Tier 3,0,0,Garnier,No,No,12,2020,Weekend,5.846438775057725,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1007,1037,OD120466796601713000,G5M3R5,2020-12-13,Odisha,Paradip,Beauty and Grooming,Makeup,4.3,1,158.0,158.0,12%,Tier 3,0,0,BIOTIQUE,No,No,12,2020,Weekend,5.062595033026967,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1008,1038,OD120466796601713000,G5M3R5,2020-12-13,Odisha,Paradip,Beauty and Grooming,Body & Face Skin Care,4.3,1,127.0,127.0,18%,Tier 3,0,0,NIVEA,No,No,12,2020,Weekend,4.844187086458591,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1009,1041,OD121019147863782000,G5M3R5,2021-02-15,Jharkhand,Jamshedpur,Audio & Video,Headphones,4.1,1,1299.0,1299.0,18%,Tier_2,0,0,boAt,Yes,No,2,2021,Weekday,7.1693500166706,Mid,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1010,1042,OD121422781475981000,G5M3R5,2021-02-04,Odisha,Paradip,Beauty and Grooming,Body & Face Skin Care,4.3,2,728.0,728.0,18%,Tier 3,0,0,LOTUS,Yes,2nd Wave,2,2021,Weekday,6.590301048196686,Beginning,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1011,1043,OD121606443753010000,G5M3R5,2021-04-24,Odisha,Paradip,Beauty and Grooming,Body & Face Skin Care,4.3,1,314.0,314.0,18%,Tier 3,0,0,NIVEA,No,2nd Wave,4,2021,Weekend,5.749392985908253,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1012,1044,OD121606443753010000,G5M3R5,2021-04-24,Odisha,Paradip,Beauty and Grooming,Body & Face Skin Care,4.3,1,229.0,183.0,12%,Tier 3,21,0,WOW,No,2nd Wave,4,2021,Weekend,5.209486152841421,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
1013,1045,OD121606443753010000,G5M3R5,2021-04-24,Odisha,Paradip,Beauty and Grooming,Body & Face Skin Care,4.1,1,625.0,499.0,12%,Tier 3,21,0,WOW,No,2nd Wave,4,2021,Weekend,6.212606095751519,End,Male,Senior operations officer,Not Married,Yes,"Rs. 50,000 – 75,000",UPI,No,I have never tried.,No,No,Sometimes,1,Always,High,High,High,Low,High,Low,High,Low,27,No,Tier 3,2,Yes
